id;name;gender;BirtDate;Division;Salary
51069;Stanhope;Male;14.12.1966;O;1200
51070;Stanley;Male;14.10.1999;J;6300
51071;Stanly;Male;15.02.1977;N;7900
51072;Stanton;Male;06.11.1975;I;1100
51073;Stanton;Male;04.01.1943;H;7100
51074;Stantun;Male;15.08.1948;A;4400
51075;Stanway;Male;04.11.1978;K;9300
51076;Stanweg;Male;12.10.1993;G;8300
51077;Stanwic;Male;01.06.1980;H;6800
51078;Stanwick;Male;02.01.1944;D;6500
51079;Stanwik;Male;29.12.1944;F;8900
51080;Stanwode;Male;20.08.1977;F;7600
51081;Stanwood;Male;10.03.1980;H;8000
51082;Stanwyk;Male;06.10.1980;D;4600
51083;Star;Female;19.10.1943;G;3900
51084;Star;Female;04.11.1994;K;9500
51085;Starbuck;Male;22.02.1950;H;8600
51086;Starbuck;Male;24.08.1957;D;2200
51087;Starlene;Female;07.01.1966;D;5500
51088;Starling;Male;19.12.1943;A;1500
51089;Starling;Male;16.08.1964;J;6800
51090;Starls;Female;05.07.1993;A;7400
51091;Starr;Female;24.10.1958;E;6400
51092;Starr;Male;01.12.1936;M;6500
51093;Stasia;Female;21.01.1999;H;7400
51094;Staunton;Male;21.07.1943;A;4800
51095;Stayton;Female;13.07.1978;M;2400
51096;Steadman;Male;22.01.1959;L;3800
51097;Stearc;Male;24.12.1972;I;1900
51098;Stearc;Male;31.03.1940;B;3100
51099;Stearn;Male;26.07.1982;E;7800
51100;Steathford;Male;25.10.1930;L;5100
51101;Stedeman;Male;07.10.1973;B;2800
51102;Stedman;Male;23.11.1948;J;3700
51103;Stedman;Male;04.04.1972;B;5900
51104;Stedman;Male;10.12.1934;G;5100
51105;Steele;Male;05.08.1974;F;9400
51106;Stefan;Male;07.10.1994;J;9900
51107;Stefan;Male;08.03.1989;M;7800
51108;Stefana;Female;12.08.1930;O;7000
51109;Stefania;Female;20.01.1950;N;7400
51110;Stefanie;Female;03.05.1950;B;1000
51111;Stefano;Male;01.05.1983;L;5500
51112;Stefford;Male;07.03.1954;C;3300
51113;Stefn;Male;21.01.1978;K;2400
51114;Stefn;Male;06.09.1986;D;4900
51115;Stefon;Male;04.07.1988;N;7400
51116;Stein;Male;10.08.1976;J;9900
51117;Steiner;Male;19.12.1960;L;1900
51118;Stela;Female;26.12.1966;C;5100
51119;Stem;Male;08.12.1991;I;1200
51120;Stepan;Male;30.05.1957;D;1700
51121;Stepan;Male;31.12.1977;C;1500
51122;Stephan;Male;24.02.1969;H;3200
51123;Stephana;Female;07.06.1947;O;6900
51124;Stephanie;Female;16.01.1941;I;9700
51125;Stephen;Male;03.06.1975;C;3600
51126;Stephen;Male;19.08.1946;C;1300
51127;Stephenie;Female;03.04.1949;B;6400
51128;Stephenson;Male;16.08.1972;A;1800
51129;Stephon;Male;21.08.1960;A;2700
51130;Sterling;Male;24.10.1964;C;5700
51131;Sterling;Male;25.09.1969;K;5200
51132;Sterling;Male;08.06.1960;O;5100
51133;Sterlyn;Male;08.01.1936;G;6600
51134;Sterlyn;Male;14.03.1989;N;8400
51135;Sterne;Male;05.01.1949;M;7500
51136;Stetson;Male;05.12.1943;L;5400
51137;Stevan;Male;04.02.1941;B;1200
51138;Steve;Male;09.07.1940;K;1900
51139;Steven;Male;10.04.1982;M;8800
51140;Stevenson;Male;21.03.1956;C;4600
51141;Stevie;Male;29.04.1952;F;7100
51142;Stevon;Male;29.12.1989;C;5900
51143;Stevyn;Male;10.11.1978;O;2800
51144;Steward;Male;24.10.1935;H;8100
51145;Stewart;Male;10.03.1931;O;1500
51146;Stewart;Male;24.05.1964;N;1800
51147;Stewart;Male;18.07.1968;F;3000
51148;Stewert;Male;24.11.1987;G;6900
51149;Stewert;Male;27.02.1992;H;7400
51150;Stewert;Male;05.10.1972;M;7200
51151;Stheno;Female;14.10.1963;A;9300
51152;Stiabhan;Male;14.03.1999;M;5200
51153;Stigols;Male;31.12.1994;E;7200
51154;Stiles;Male;21.01.1977;O;8400
51155;Stille;Male;23.04.1943;L;1000
51156;Stilleman;Male;05.04.1997;N;1000
51157;Stillman;Male;13.04.1976;A;3900
51158;Stillman;Male;12.12.1934;I;3100
51159;Stillman;Male;22.07.1983;M;2400
51160;Stillmann;Male;10.05.1950;K;3700
51161;Stilwell;Male;20.06.1983;L;3500
51162;Stilwell;Male;26.06.1936;M;2900
51163;Stinne;Female;20.08.1995;C;8000
51164;Stirling;Male;31.05.1944;M;3200
51165;Stirling;Male;08.02.1938;C;2900
51166;Stoc;Male;18.02.1943;J;2500
51167;Stock;Male;17.08.1947;M;1800
51168;Stockard;Female;22.12.1987;F;3200
51169;Stockhard;Female;19.05.1939;G;5300
51170;Stockhart;Female;04.10.1967;C;3000
51171;Stockley;Male;29.01.1979;D;8800
51172;Stockley;Male;24.08.1986;F;6100
51173;Stockwell;Male;06.08.1955;I;7700
51174;Stockwell;Male;14.12.1978;M;2400
51175;Stocleah;Male;01.02.1986;O;8300
51176;Stocwiella;Male;28.08.1935;H;3200
51177;Stod;Male;27.04.1937;M;5800
51178;Stodd;Male;29.05.1951;K;3200
51179;Stoddard;Male;10.04.1946;L;3700
51180;Stoffel;Male;03.01.1940;L;2400
51181;Stok;Male;16.08.1972;D;9600
51182;Stoke;Male;06.11.1990;C;8600
51183;Stokkard;Female;22.02.1959;B;3000
51184;Stoner;Male;27.07.1988;O;3600
51185;Stoney;Male;01.01.1951;K;4800
51186;Storm;Male;17.05.1941;B;9600
51187;Storm;Male;15.06.1989;B;7100
51188;Storm;Female;23.12.1980;J;7600
51189;Storm;Male;19.07.1966;J;3100
51190;Storme;Male;05.09.1948;M;5600
51191;Stormie;Female;09.05.1943;C;9900
51192;Stormy;Female;17.01.1961;F;2700
51193;Stosh;Male;16.02.1972;M;8500
51194;Stowe;Male;27.10.1986;J;6500
51195;Strahan;Male;25.03.1980;L;9500
51196;Strang;Male;29.04.1979;C;6800
51197;Strang;Male;05.12.1978;M;7200
51198;Strang;Male;21.01.1957;I;3600
51199;Stratford;Male;21.08.1985;F;8100
51200;Strephon;Female;26.02.1996;M;2800
51201;Strod;Male;25.11.1933;M;4800
51202;Strong;Male;07.09.1955;N;8300
51203;Stroud;Male;05.07.1939;O;3600
51204;Struan;Male;04.02.1941;A;9900
51205;Struana;Female;04.11.1934;J;3900
51206;Struthers;Male;31.01.1968;N;7000
51207;Stuart;Male;17.09.1965;O;6100
51208;Stuart;Male;16.11.1935;C;6300
51209;Stuart;Male;30.07.1994;H;3700
51210;Sty]es;Male;06.06.1951;B;9600
51211;Styles;Male;20.05.1998;L;5800
51212;Styx;Female;02.05.1999;C;5700
51213;Suadela;Female;15.04.1955;N;4600
51214;Subhan;Male;15.11.1967;H;5900
51215;Subhi;Male;21.01.1990;J;8100
51216;Subira;Female;07.11.1963;J;5700
51217;Sucki;Male;26.01.1972;K;3100
51218;Sucki;Male;15.07.1941;B;2800
51219;Sudi;Male;15.04.1976;O;5500
51220;Sudi;Male;22.07.1965;G;9300
51221;Sue;Female;18.04.1968;J;1200
51222;Sue;Female;30.03.1943;D;6200
51223;Sueanne;Female;01.09.1969;I;5500
51224;Suelita;Female;07.08.1932;K;7400
51225;Suellen;Female;13.07.1996;H;3600
51226;Suette;Female;16.09.1953;M;4000
51227;Suetto;Male;09.01.1972;O;7000
51228;Suffield;Male;09.02.1942;D;1200
51229;Sugn;Male;17.09.1982;D;8300
51230;Sugn;Male;30.10.1931;I;6600
51231;Suha;Female;28.08.1982;E;6300
51232;Suhail;Male;21.07.1951;F;7800
51233;Suhailah;Female;24.12.1947;B;8600
51234;Suhani;Female;20.03.1953;N;7500
51235;Suhayb;Male;19.06.1948;F;1800
51236;Suhayb;Male;24.12.1984;J;7400
51237;Suhaymah;Female;09.02.1984;N;9800
51238;Suhayr;Female;24.05.1970;H;8200
51239;Suidhne;Male;30.08.1995;F;8800
51240;Suileabhan;Male;29.03.1932;L;7100
51241;Suki;Female;02.06.1939;A;5500
51242;Sukori;Female;29.05.1984;K;9800
51243;Sukriti;Female;19.03.1930;M;1000
51244;Sulaiman;Male;22.04.1961;B;8600
51245;Sulaiman;Male;27.03.1985;I;7500
51246;Sule;Male;09.03.1993;C;3100
51247;Suletu;Female;29.10.1992;D;9000
51248;Sulis;Female;06.06.1938;C;3400
51249;Sullimn;Male;05.01.1954;O;4200
51250;Sullivan;Male;04.06.1979;J;3500
51251;Sully;Male;15.10.1956;D;4700
51252;Sultan;Male;27.04.1981;M;3800
51253;Sultan;Male;24.05.1969;E;4600
51254;Suma;Female;14.06.1977;A;6100
51255;Suma;Female;05.11.1953;I;7300
51256;Sumarville;Male;26.01.1946;E;7200
51257;Sumayyah;Female;29.03.1941;J;3400
51258;Sumernor;Male;22.02.1932;B;2000
51259;Sumerton;Male;22.06.1935;J;1900
51260;Sumertun;Male;10.08.1998;B;2000
51261;Sumi;Female;24.10.1954;D;3800
51262;Summer;Female;22.08.1997;G;2500
51263;Sumnah;Female;25.11.1976;F;2200
51264;Sumner;Male;29.09.1979;D;8600
51265;Sumner;Male;08.05.1994;N;6400
51266;Sun;Male;14.01.1975;H;1700
51267;Sundee;Female;18.03.1964;C;1100
51268;Sundiata;Male;17.04.1960;D;3400
51269;Sunki;Female;23.04.1981;H;3000
51270;Sunki;Female;09.01.1989;B;8000
51271;Sunn;Female;25.09.1944;G;7500
51272;Sunnie;Female;02.01.1981;D;2700
51273;Sunniva;Female;27.12.1990;J;3400
51274;Sunniva;Female;06.08.1995;D;8200
51275;Sunny;Female;20.07.1979;O;9200
51276;Sunukkuhkau;Male;17.08.1933;D;6400
51277;Sunukkuhkau;Male;09.05.1969;A;4300
51278;Suong;Female;22.06.1956;H;1300
51279;Sur;Female;31.07.1956;C;7200
51280;Surur;Male;23.05.1974;J;5900
51281;Susan;Female;27.05.1977;F;6400
51282;Susan;Female;06.05.1982;O;1800
51283;Susana;Female;05.08.1990;N;8800
51284;Susanna;Female;17.07.1999;G;6300
51285;Susanna;Female;22.04.1975;J;4900
51286;Susannah;Female;01.11.1979;M;9100
51287;Susanne;Female;26.10.1975;L;7800
51288;Susie;Female;20.01.1937;C;3800
51289;Susie;Female;16.11.1971;B;8800
51290;Susy;Female;15.10.1994;J;7400
51291;Susy;Female;17.06.1930;O;9300
51292;Sutciyf;Male;21.12.1978;G;7000
51293;Sutcliff;Male;29.04.1975;N;5300
51294;Suthclif;Male;12.05.1994;B;1400
51295;Sutherland;Male;06.06.1950;K;1100
51296;Suthfeld;Male;01.06.1978;O;7900
51297;Suthleah;Male;04.11.1938;D;4700
51298;Suthley;Male;28.04.1991;D;9600
51299;Suttecliff;Male;09.12.1954;K;8100
51300;Sutter;Male;14.06.1983;C;3900
51301;Sutton;Male;31.07.1964;C;1300
51302;Su'ud;Male;05.11.1957;G;4200
51303;Suzaan;Female;12.09.1958;L;5000
51304;Suzana;Female;15.12.1964;I;5000
51305;Suzanna;Female;24.10.1931;O;9800
51306;Suzanna;Male;21.07.1934;G;6900
51307;Suzanna;Female;05.06.1952;E;6700
51308;Suzannah;Female;18.09.1972;B;9900
51309;Suzanne;Female;14.04.1992;B;7300
51310;Suzanne;Female;13.05.1935;G;8200
51311;Suzanne;Female;29.08.1943;E;1800
51312;Suzanne;Female;19.04.1975;E;7300
51313;Suzetta;Female;11.10.1988;C;3800
51314;Suzette;Female;18.08.1951;K;4100
51315;Suzette;Female;07.01.1936;G;4400
51316;Suzette;Female;06.09.1999;B;4700
51317;Suzu;Female;29.06.1957;N;3600
51318;Suzu;Male;18.10.1989;L;2000
51319;Suzy;Female;17.12.1989;I;5300
51320;Svec;Male;22.07.1958;J;8200
51321;Svend;Male;18.04.1963;F;7300
51322;Svetla;Female;24.12.1938;K;5600
51323;Swain;Male;23.01.1952;A;9100
51324;Swayn;Male;15.06.1936;O;3800
51325;Sweeney;Male;24.04.1994;K;5600
51326;Swift;Male;07.12.1952;N;8100
51327;Swift;Male;01.08.1970;L;9300
51328;Swinton;Male;07.03.1936;E;9900
51329;Swintun;Male;06.01.1977;B;3500
51330;Swithun;Male;15.03.1943;C;1400
51331;Swithun;Male;08.07.1941;D;6800
51332;Sybil;Female;18.09.1962;B;7300
51333;Sybylla;Female;13.01.1980;B;1000
51334;Syd;Male;19.01.1940;E;4400
51335;Syd;Male;06.06.1932;D;7200
51336;Sydnee;Female;07.07.1940;J;5100
51337;Sydney;Female;02.02.1944;M;6100
51338;Sydney;Male;17.05.1957;N;8800
51339;Sydney;Female;01.06.1995;H;9400
51340;Sydney;Male;29.04.1950;G;2900
51341;Sydnie;Female;11.10.1996;B;1800
51342;Sying;Male;23.12.1936;J;5800
51343;Sylvana;Female;08.05.1944;D;1400
51344;Sylvester;Male;14.03.1964;I;1700
51345;Sylvie;Female;11.02.1994;J;6000
51346;Sylvina;Female;09.01.1945;C;6400
51347;Sylvonna;Female;14.10.1962;H;2700
51348;Symaethis;Female;23.06.1951;A;6800
51349;Syman;Male;23.12.1931;K;8100
51350;Symantha;Female;10.02.1954;J;9300
51351;Symeon;Male;06.09.1930;F;6000
51352;Symer;Male;28.05.1956;M;8500
51353;Symington;Male;29.10.1945;I;2500
51354;Symon;Male;08.09.1961;D;3400
51355;Symontun;Male;03.05.1937;A;5700
51356;Syna;Female;25.12.1931;I;2400
51357;Synn;Male;26.12.1966;B;4400
51358;Synn;Male;15.12.1932;J;6400
51359;Synne;Female;20.01.1985;L;8100
51360;Synneva;Female;18.02.1954;D;1200
51361;Synnove;Female;28.10.1931;D;2800
51362;Syrai;Female;18.12.1932;N;9900
51363;Syrinx;Female;07.02.1959;E;9800
51364;T?;Female;17.01.1973;H;8200
51365;Taavet;Male;24.05.1955;G;9900
51366;Taaveti;Male;04.03.1994;E;1100
51367;Taavi;Male;25.11.1950;M;5500
51368;Taavi;Male;01.01.1930;L;3900
51369;Tab;Male;18.01.1948;J;8900
51370;Tab;Male;11.06.1944;E;3800
51371;Tab;Male;04.02.1989;N;1000
51372;Taban;Male;08.02.1983;A;3400
51373;Tabari;Male;25.02.1988;G;1300
51374;Tabari;Male;08.08.1991;I;4500
51375;Tabatha;Female;28.08.1994;F;5600
51376;Tabbart;Male;16.02.1950;C;8500
51377;Taber;Male;13.08.1941;L;1800
51378;Tabetha;Female;18.02.1963;N;4500
51379;Tabia;Female;21.08.1967;A;1600
51380;Tabia;Female;26.06.1965;H;7200
51381;Tabitha;Female;10.07.1945;O;6600
51382;Tabitha;Female;24.04.1961;E;1700
51383;Tabitha;Female;15.06.1956;M;4500
51384;Tabitha;Female;07.09.1983;K;8700
51385;Tablita;Female;16.06.1960;A;9900
51386;Tablita;Female;02.06.1963;B;3400
51387;Tabor;Male;19.12.1997;F;8800
51388;Tabor;Male;20.02.1991;D;6000
51389;Tabor;Male;04.08.1984;G;8900
51390;Tabor;Male;19.10.1939;N;7900
51391;Tabora;Female;16.08.1971;J;7500
51392;Taburer;Male;08.11.1956;L;9100
51393;Tacy;Female;17.06.1976;G;1200
51394;Tad;Male;03.06.1937;E;9100
51395;Tadao;Male;17.04.1991;B;7600
51396;Tadd;Male;02.10.1955;B;6000
51397;Tadeo;Male;07.12.1977;K;4300
51398;Tadesuz;Male;16.02.1969;A;7000
51399;Tadewi;Female;11.07.1952;B;1600
51400;Tadhg;Male;07.10.1949;E;5000
51401;Tadhg;Male;11.03.1968;C;6000
51402;Tadhg;Male;20.12.1967;I;4200
51403;Tadhg;Male;20.09.1992;O;3400
51404;Tadita;Female;22.02.1998;A;8400
51405;Tadleigh;Male;12.10.1955;C;7700
51406;Tadtasi;Female;07.01.1956;L;7200
51407;Tadtasi;Male;08.10.1978;G;9700
51408;Tafui;Female;30.08.1937;B;6300
51409;Tag;Male;10.07.1930;I;2300
51410;Tagan;Female;28.07.1998;H;9000
51411;Tage;Male;20.11.1961;B;9900
51412;Taggart;Male;15.02.1968;H;6200
51413;Tahbert;Male;20.04.1952;N;5300
51414;Taher;Male;17.11.1980;H;4300
51415;Tahir;Male;13.12.1996;F;6700
51416;Tahirah;Female;18.04.1949;H;3900
51417;Tahirah;Female;02.08.1982;E;1600
51418;Tahkeome;Male;02.01.1958;I;2000
51419;Tahkeome;Male;13.05.1996;H;4800
51420;Tahki;Female;04.10.1956;O;7900
51421;Tahlia;Female;15.05.1983;H;9600
51422;Tahmelapachme;Male;28.11.1990;H;2600
51423;Tahnee;Female;05.06.1943;J;3200
51424;Tahra;Female;19.02.1958;F;7900
51425;Tahu;Male;05.06.1986;N;7000
51426;Tahurer;Male;08.08.1939;F;6400
51427;Tai;Male;04.07.1992;I;1000
51428;Taicligh;Male;27.12.1977;E;3000
51429;Taidhgin;Male;08.11.1939;G;1100
51430;Taigi;Female;13.09.1976;H;3300
51431;Tailayag;Male;07.07.1946;K;2900
51432;Taillefer;Male;05.10.1976;O;9800
51433;Taima;Female;20.01.1944;D;6300
51434;Taima;Male;23.10.1931;N;4900
51435;Taipa;Female;14.03.1933;K;3500
51436;Taishi;Male;05.02.1934;B;2300
51437;Tait;Female;05.10.1937;D;6200
51438;Tait;Male;26.10.1949;E;5000
51439;Tait;Male;25.09.1998;A;9300
51440;Tait;Female;28.12.1961;G;5500
51441;Taitasi;Female;30.09.1994;F;8200
51442;Taite;Female;13.08.1968;B;3700
51443;Taithleach;Female;06.01.1975;O;8600
51444;Taithleach;Male;02.06.1940;G;5600
51445;Taiyana;Female;27.10.1953;J;6000
51446;Taj;Male;27.03.1967;E;5800
51447;Tajah;Female;18.04.1943;M;2200
51448;Taji;Male;31.10.1956;A;3400
51449;Taji;Female;08.02.1978;F;4900
51450;Tajo;Male;19.11.1969;I;2300
51451;Taka;Female;11.06.1986;J;3000
51452;Takala;Female;17.03.1950;B;3600
51453;Takala;Female;17.05.1984;D;5900
51454;Takara;Female;21.05.1990;L;9300
51455;Takara;Female;03.10.1939;H;3900
51456;Takchawee;Female;04.02.1933;H;1000
51457;Takeo;Male;23.11.1975;C;2800
51458;Takhi;Female;01.08.1967;L;7300
51459;Takis;Male;06.07.1979;G;7700
51460;Takiyah;Female;27.01.1938;L;8500
51461;Takoda;Male;31.07.1970;C;9000
51462;Takoda;Male;06.02.1965;D;5400
51463;Takouhi;Female;15.11.1981;I;9300
51464;Tal;Female;14.11.1983;O;5300
51465;Tal;Male;15.03.1974;O;7000
51466;Tala;Female;18.04.1988;D;9600
51467;Talal;Male;29.05.1974;I;1400
51468;Talawat;Female;14.02.1960;L;4800
51469;Talayeh;Female;11.03.1972;L;3800
51470;Talbert;Male;14.07.1944;B;9000
51471;Talbot;Male;01.04.1937;A;5300
51472;Talbot;Male;23.06.1992;E;7000
51473;Talbott;Male;22.01.1934;O;6500
51474;Tale;Female;21.08.1954;C;1100
51475;Taleb;Male;01.05.1961;J;1300
51476;Talehot;Male;04.01.1939;D;9300
51477;Talei;Female;10.11.1965;N;4700
51478;Taletha;Female;03.04.1947;O;3000
51479;Talford;Male;12.10.1951;G;2400
51480;Talia;Female;09.01.1954;L;2300
51481;Taliah;Female;28.05.1986;N;9300
51482;Talib;Male;25.09.1935;A;3500
51483;Talibah;Female;20.09.1981;A;2400
51484;Talibah;Female;20.11.1996;I;8700
51485;Taliesin;Male;15.05.1994;O;9800
51486;Taliesin;Male;18.05.1963;B;1500
51487;Taliesin;Male;30.01.1962;E;8800
51488;Taliesin;Male;29.03.1949;J;1900
51489;Talihah;Female;06.11.1985;D;2900
51490;Talisha;Female;09.12.1993;M;5700
51491;Talitha;Female;19.08.1983;K;1600
51492;Talitha;Female;21.05.1959;I;9100
51493;Tallia;Female;02.12.1960;H;8100
51494;Tallis;Female;20.03.1991;A;2900
51495;Tallon;Male;04.10.1951;A;9100
51496;Tally;Male;19.06.1968;D;3400
51497;Talmadge;Male;07.07.1956;L;6700
51498;Talo;Male;28.07.1977;M;7100
51499;Talon;Male;14.12.1967;F;1700
51500;Talon;Male;13.06.1999;I;2800
51501;Talora;Female;13.02.1977;M;4900
51502;Talori;Female;06.08.1969;O;6400
51503;Talulah;Female;03.12.1980;K;2700
51504;Talulah;Female;18.09.1983;L;8000
51505;Talus;Male;22.02.1984;J;5500
51506;Talutah;Female;19.05.1938;C;9000
51507;Talya;Female;26.03.1978;E;1400
51508;Talyssa;Female;17.09.1943;L;6300
51509;Tam;Female;27.06.1950;B;9100
51510;Tam;Male;04.09.1954;A;2800
51511;Tama;Female;20.05.1938;F;2500
51512;Tamae;Female;05.04.1931;B;7800
51513;Tamah;Female;19.06.1987;E;8300
51514;Tamam;Male;21.04.1956;L;7100
51515;Tamanna;Female;28.01.1961;G;8800
51516;Tamar;Male;17.06.1965;M;7400
51517;Tamar;Male;01.05.1949;I;8600
51518;Tamar;Female;29.03.1999;K;6600
51519;Tamara;Female;26.10.1955;J;5200
51520;Tamara;Female;27.08.1943;G;2700
51521;Tamarah;Female;21.03.1981;O;9800
51522;Tamary;Female;26.07.1933;E;3000
51523;Tamas;Male;19.09.1991;E;3500
51524;Tamay;Female;18.07.1985;B;1600
51525;Tamera;Female;03.07.1962;N;6800
51526;Tami;Female;08.02.1987;M;7100
51527;Tami;Female;09.09.1952;C;1400
51528;Tamika;Female;25.04.1943;O;6800
51529;Tamir;Male;11.12.1981;L;8600
51530;Tamirat;Male;11.08.1972;D;3200
51531;Tamma;Female;20.08.1978;M;8600
51532;Tammara;Female;08.09.1974;B;7500
51533;Tammie;Female;06.02.1974;F;9700
51534;Tammy;Female;07.03.1972;J;7600
51535;Tamnais;Male;18.12.1985;K;7000
51536;Tamouz;Male;16.03.1933;C;8200
51537;Tamra;Female;24.02.1976;I;5100
51538;Tamryn;Female;30.09.1987;K;1200
51539;Tamsin;Female;24.09.1930;K;2200
51540;Tamtun;Male;11.07.1977;E;5300
51541;Tan;Male;28.11.1984;B;8900
51542;Tan;Female;26.08.1945;C;4800
51543;Tanak;Female;07.02.1938;A;1500
51544;Tanak;Male;19.03.1975;L;3000
51545;Tandra;Female;08.02.1931;B;9400
51546;Taneisha;Female;14.09.1980;C;1100
51547;Taneli;Male;14.01.1982;N;7700
51548;Taneli;Male;21.09.1938;I;1700
51549;Tanessa;Female;04.07.1964;H;5300
51550;Tangakwunu;Male;10.10.1986;J;9200
51551;Tangakwunu;Male;03.04.1966;L;8300
51552;Tangerina;Female;16.12.1982;N;5300
51553;Tangerine;Female;02.06.1957;M;9000
51554;Tanguy;Male;30.01.1935;E;5000
51555;Tania;Female;19.06.1979;M;1000
51556;Tanis;Female;02.12.1989;L;9800
51557;Tanish;Male;15.06.1939;I;1000
51558;Tanisha;Female;28.05.1938;O;8800
51559;Tanisha;Female;17.03.1969;D;3100
51560;Tanith;Female;24.05.1978;H;8400
51561;Tanjiro;Male;29.06.1982;O;5900
51562;Tanner;Male;01.09.1971;N;3600
51563;Tanner;Male;25.05.1970;F;3700
51564;Tannere;Male;19.10.1932;I;9300
51565;Tannis;Male;24.05.1983;B;1400
51566;Tano;Male;26.04.1954;E;1100
51567;Tansy;Female;21.05.1955;G;3000
51568;Tansy;Female;27.12.1961;I;2600
51569;Tantalus;Male;07.10.1983;D;5400
51570;Tanton;Male;18.12.1966;L;2600
51571;Tanya;Female;29.12.1964;H;4000
51572;Tao;Female;12.11.1951;E;1600
51573;Tapani;Male;02.02.1935;N;4400
51574;Tapati;Female;25.02.1971;F;4700
51575;Tapio;Male;29.12.1931;L;5000
51576;Tara;Female;01.10.1968;A;9300
51577;Tara;Female;06.08.1939;D;8100
51578;Tara;Female;16.06.1999;L;1700
51579;Tara;Female;20.01.1930;B;7100
51580;Tara;Female;16.11.1975;D;5700
51581;Tara;Female;06.12.1983;I;5700
51582;Tara;Female;08.02.1999;N;3500
51583;Tarafah;Male;20.08.1964;G;1600
51584;Taraka;Female;08.02.1981;M;4600
51585;Taralynn;Female;30.05.1991;B;8600
51586;Tara-Lynne;Female;27.12.1967;H;3400
51587;Taran;Male;24.03.1957;A;4700
51588;Tarana;Female;18.08.1965;A;5100
51589;Taree;Female;18.07.1955;I;2700
51590;Taregan;Male;14.03.1977;B;2700
51591;Tarek;Male;23.02.1983;H;6500
51592;Tareq;Male;22.11.1981;J;9300
51593;Tarick;Male;18.06.1992;L;6200
51594;Tarif;Male;10.10.1942;J;6500
51595;Tarif;Male;26.10.1942;G;1800
51596;Tarik;Male;03.02.1944;H;9100
51597;Tarik;Male;10.07.1995;F;8100
51598;Tariku;Male;04.06.1977;I;1200
51599;Tarin;Female;17.07.1977;C;2700
51600;Tarina;Female;14.10.1989;B;2200
51601;Tariq;Male;28.05.1987;I;1800
51602;Tariq;Male;01.08.1984;G;6000
51603;Tarique;Male;20.06.1996;G;3200
51604;Tarleton;Male;19.10.1942;D;9900
51605;Tarni;Female;11.07.1947;O;6900
51606;Taro;Male;12.04.1982;C;4300
51607;Taron;Male;27.08.1960;C;2800
51608;Tarrah;Female;02.05.1993;F;4400
51609;Tarrence;Male;04.12.1939;B;2600
51610;Tarrin;Male;11.03.1979;J;9500
51611;Tarub;Female;09.05.1980;F;6600
51612;Taruh;Female;18.03.1937;M;5000
51613;Taryn;Male;11.01.1992;C;6500
51614;Tarynn;Female;02.07.1998;I;1800
51615;Tas;Male;19.11.1978;N;8700
51616;Tasa;Female;29.12.1978;O;2700
51617;Tashia;Female;07.05.1993;H;6100
51618;Tasi;Female;05.09.1963;I;6100
51619;Tasi;Male;03.04.1932;G;1300
51620;Tasina;Male;25.05.1968;F;8400
51621;Tasina;Female;30.08.1944;N;1700
51622;Tassa;Female;31.03.1984;B;5500
51623;Tassa;Male;12.09.1972;G;3200
51624;Tasunke;Male;23.09.1991;K;7000
51625;Tasunke;Male;19.06.1980;B;5000
51626;Tatanka Ptecila;Male;24.06.1998;F;6700
51627;Tatanka-Ptecila;Male;06.05.1969;J;2000
51628;Tate;Female;15.12.1942;O;8100
51629;Tate;Female;14.01.1985;A;5200
51630;Tate;Male;24.04.1968;I;4200
51631;Tate;Male;22.02.1988;J;9000
51632;Tate;Female;27.02.1997;O;6700
51633;Tate;Male;12.11.1962;B;5200
51634;Tate;Female;11.07.1954;D;1700
51635;Tatiana;Female;29.10.1944;N;1700
51636;Tatiana;Female;06.08.1931;G;4200
51637;Tatu;Female;02.09.1988;J;3900
51638;Tatum;Female;31.12.1976;E;1000
51639;Tau;Male;15.11.1940;O;9300
51640;Tau;Male;21.02.1991;D;3100
51641;Taura;Female;16.10.1989;O;4900
51642;Taura;Female;31.07.1990;G;4100
51643;Tauret;Female;01.12.1962;N;3900
51644;Taurina;Female;21.11.1936;C;4700
51645;Taurino;Male;07.12.1959;N;8800
51646;Tauro;Male;25.08.1949;I;7100
51647;Taveon;Male;18.09.1978;F;5500
51648;Taveon;Male;05.10.1958;O;6200
51649;Tavey;Male;04.01.1996;M;4900
51650;Tavia;Female;02.03.1959;F;4900
51651;Tavin;Male;04.03.1973;D;7600
51652;Tavin;Male;01.04.1976;N;5900
51653;Tavin;Male;23.06.1978;C;2800
51654;Tavin;Male;08.05.1960;I;3200
51655;Tavio;Male;22.02.1959;K;8700
51656;Tavio;Male;24.04.1977;J;5300
51657;Tavio;Male;19.08.1935;C;9200
51658;Tavion;Male;15.04.1950;H;5400
51659;Tavion;Male;04.03.1931;I;8900
51660;Tavis;Male;26.06.1976;C;8100
51661;Tavis;Male;16.12.1977;M;4300
51662;Tavish;Male;25.06.1944;F;2700
51663;Tavisha;Female;07.06.1975;M;6000
51664;Tavon;Male;19.12.1994;K;1700
51665;Tavon;Male;27.02.1971;M;4300
51666;Taweel;Male;03.06.1952;H;7700
51667;Tawfiq;Male;27.10.1947;F;8700
51668;Tawia;Female;26.09.1998;N;3700
51669;Tawil;Male;02.07.1966;F;3700
51670;Tawnee;Female;10.05.1957;M;5400
51671;Tawney;Female;07.11.1944;G;9800
51672;Tawni;Female;14.05.1977;E;7700
